date,base_currency,quote_currency,rate
2023-06-23,EUR,USD,0.8802712865
2023-06-26,EUR,EUR,1.0000000000
2023-06-26,EUR,GBP,1.2132389986
2023-06-26,EUR,USD,0.8770503620
2023-06-27,EUR,EUR,1.0000000000
2023-06-27,EUR,GBP,1.2050428647
2023-06-27,EUR,USD,0.8821632843
2023-06-28,EUR,EUR,1.0000000000
2023-06-28,EUR,GBP,1.2051532319
2023-06-28,EUR,USD,0.8803461202
2023-06-29,EUR,EUR,1.0000000000
2023-06-29,EUR,GBP,1.1981593099
2023-06-29,EUR,USD,0.8842406917
2023-06-30,EUR,EUR,1.0000000000
2023-06-30,EUR,GBP,1.2023383005
2023-06-30,EUR,USD,0.8806727386
2023-07-03,EUR,EUR,1.0000000000
2023-07-03,EUR,GBP,1.1904773650
2023-07-03,EUR,USD,0.8823145985
2023-07-04,EUR,EUR,1.0000000000
2023-07-04,EUR,GBP,1.1924862799
2023-07-04,EUR,USD,0.8778513266
2023-07-05,EUR,EUR,1.0000000000
2023-07-05,EUR,GBP,1.1935862195
2023-07-05,EUR,USD,0.8784716350
2023-07-06,EUR,EUR,1.0000000000
2023-07-06,EUR,GBP,1.1844322923
2023-07-06,EUR,USD,0.8848612378
2023-07-07,EUR,EUR,1.0000000000
2023-07-07,EUR,GBP,1.1760918315
2023-07-07,EUR,USD,0.8856961347
2023-07-10,EUR,EUR,1.0000000000
2023-07-10,EUR,GBP,1.1681617544
2023-07-10,EUR,USD,0.8896745210
2023-07-11,EUR,EUR,1.0000000000
2023-07-11,EUR,GBP,1.1729837991
2023-07-11,EUR,USD,0.8895061072
2023-07-12,EUR,EUR,1.0000000000
2023-07-12,EUR,GBP,1.1646071797
2023-07-12,EUR,USD,0.8986793775
2023-07-13,EUR,EUR,1.0000000000
2023-07-13,EUR,GBP,1.1656368478
2023-07-13,EUR,USD,0.8997529731
2023-07-14,EUR,EUR,1.0000000000
2023-07-14,EUR,GBP,1.1695483542
2023-07-14,EUR,USD,0.8999938786
2023-07-17,EUR,EUR,1.0000000000
2023-07-17,EUR,GBP,1.1710989862
2023-07-17,EUR,USD,0.9051884517
2023-07-18,EUR,EUR,1.0000000000
2023-07-18,EUR,GBP,1.1742771302
2023-07-18,EUR,USD,0.9060318430
2023-07-19,EUR,EUR,1.0000000000
2023-07-19,EUR,GBP,1.1725865622
2023-07-19,EUR,USD,0.9087664628
2023-07-20,EUR,EUR,1.0000000000
2023-07-20,EUR,GBP,1.1680074148
2023-07-20,EUR,USD,0.9162280647
2023-07-21,EUR,EUR,1.0000000000
2023-07-21,EUR,GBP,1.1681914739
2023-07-21,EUR,USD,0.9183616986
2023-07-24,EUR,EUR,1.0000000000
2023-07-24,EUR,GBP,1.1611322738
2023-07-24,EUR,USD,0.9232695544
2023-07-25,EUR,EUR,1.0000000000
2023-07-25,EUR,GBP,1.1669338461
2023-07-25,EUR,USD,0.9165116875
2023-07-26,EUR,EUR,1.0000000000
2023-07-26,EUR,GBP,1.1689068568
2023-07-26,EUR,USD,0.9139493043
2023-07-27,EUR,EUR,1.0000000000
2023-07-27,EUR,GBP,1.1673939075
2023-07-27,EUR,USD,0.9108670488
2023-07-28,EUR,EUR,1.0000000000
2023-07-28,EUR,GBP,1.1762861507
2023-07-28,EUR,USD,0.8980891123
2023-07-31,EUR,EUR,1.0000000000
2023-07-31,EUR,GBP,1.1769890804
2023-07-31,EUR,USD,0.8983981927
2023-08-01,EUR,EUR,1.0000000000
2023-08-01,EUR,GBP,1.1678714396
2023-08-01,EUR,USD,0.9093803060
2023-08-02,EUR,EUR,1.0000000000
2023-08-02,EUR,GBP,1.1629456803
2023-08-02,EUR,USD,0.9147967441
2023-08-03,EUR,EUR,1.0000000000
2023-08-03,EUR,GBP,1.1689320387
2023-08-03,EUR,USD,0.9133820938
2023-08-04,EUR,EUR,1.0000000000
2023-08-04,EUR,GBP,1.1720986005
2023-08-04,EUR,USD,0.9160694470
2023-08-07,EUR,EUR,1.0000000000
2023-08-07,EUR,GBP,1.1678239702
2023-08-07,EUR,USD,0.9224143698
2023-08-08,EUR,EUR,1.0000000000
2023-08-08,EUR,GBP,1.1700700373
2023-08-08,EUR,USD,0.9219139442
2023-08-09,EUR,EUR,1.0000000000
2023-08-09,EUR,GBP,1.1617613369
2023-08-09,EUR,USD,0.9262264041
2023-08-10,EUR,EUR,1.0000000000
2023-08-10,EUR,GBP,1.1709430267
2023-08-10,EUR,USD,0.9229345270
2023-08-11,EUR,EUR,1.0000000000
2023-08-11,EUR,GBP,1.1770234756
2023-08-11,EUR,USD,0.9193131025
2023-08-14,EUR,EUR,1.0000000000
2023-08-14,EUR,GBP,1.1807768818
2023-08-14,EUR,USD,0.9201395228
2023-08-15,EUR,EUR,1.0000000000
2023-08-15,EUR,GBP,1.1754215343
2023-08-15,EUR,USD,0.9244337305
2023-08-16,EUR,EUR,1.0000000000
2023-08-16,EUR,GBP,1.1784202062
2023-08-16,EUR,USD,0.9119751681
2023-08-17,EUR,EUR,1.0000000000
2023-08-17,EUR,GBP,1.1736109687
2023-08-17,EUR,USD,0.9114933679
2023-08-18,EUR,EUR,1.0000000000
2023-08-18,EUR,GBP,1.1733627968
2023-08-18,EUR,USD,0.9046603011
2023-08-21,EUR,EUR,1.0000000000
2023-08-21,EUR,GBP,1.1683096730
2023-08-21,EUR,USD,0.9073398119
2023-08-22,EUR,EUR,1.0000000000
2023-08-22,EUR,GBP,1.1677968579
2023-08-22,EUR,USD,0.9038414803
2023-08-23,EUR,EUR,1.0000000000
2023-08-23,EUR,GBP,1.1678246480
2023-08-23,EUR,USD,0.9000771782
2023-08-24,EUR,EUR,1.0000000000
2023-08-24,EUR,GBP,1.1730225271
2023-08-24,EUR,USD,0.9004406421
2023-08-25,EUR,EUR,1.0000000000
2023-08-25,EUR,GBP,1.1806957351
2023-08-25,EUR,USD,0.9027377865
2023-08-28,EUR,EUR,1.0000000000
2023-08-28,EUR,GBP,1.1836946751
2023-08-28,EUR,USD,0.9009888373
2023-08-29,EUR,EUR,1.0000000000
2023-08-29,EUR,GBP,1.1918138583
2023-08-29,EUR,USD,0.8932798730
2023-08-30,EUR,EUR,1.0000000000
2023-08-30,EUR,GBP,1.1938537088
2023-08-30,EUR,USD,0.8977355288
2023-08-31,EUR,EUR,1.0000000000
2023-08-31,EUR,GBP,1.1952081783
2023-08-31,EUR,USD,0.8935789559
2023-09-01,EUR,EUR,1.0000000000
2023-09-01,EUR,GBP,1.1934881276
2023-09-01,EUR,USD,0.8963979719
2023-09-04,EUR,EUR,1.0000000000
2023-09-04,EUR,GBP,1.1934932749
2023-09-04,EUR,USD,0.8919050706
2023-09-05,EUR,EUR,1.0000000000
2023-09-05,EUR,GBP,1.1914030153
2023-09-05,EUR,USD,0.8969463913
2023-09-06,EUR,EUR,1.0000000000
2023-09-06,EUR,GBP,1.1908431859
2023-09-06,EUR,USD,0.8940165830
2023-09-07,EUR,EUR,1.0000000000
2023-09-07,EUR,GBP,1.1932898068
2023-09-07,EUR,USD,0.8953038943
2023-09-08,EUR,EUR,1.0000000000
2023-09-08,EUR,GBP,1.2073306351
2023-09-08,EUR,USD,0.8798619898
2023-09-11,EUR,EUR,1.0000000000
2023-09-11,EUR,GBP,1.2068637562
2023-09-11,EUR,USD,0.8855144172
2023-09-12,EUR,EUR,1.0000000000
2023-09-12,EUR,GBP,1.2111989509
2023-09-12,EUR,USD,0.8809901062
2023-09-13,EUR,EUR,1.0000000000
2023-09-13,EUR,GBP,1.2016465388
2023-09-13,EUR,USD,0.8879343713
2023-09-14,EUR,EUR,1.0000000000
2023-09-14,EUR,GBP,1.1995955096
2023-09-14,EUR,USD,0.8877233086
2023-09-15,EUR,EUR,1.0000000000
2023-09-15,EUR,GBP,1.2020695479
2023-09-15,EUR,USD,0.8890223341
2023-09-18,EUR,EUR,1.0000000000
2023-09-18,EUR,GBP,1.1993257165
2023-09-18,EUR,USD,0.8932292448
2023-09-19,EUR,EUR,1.0000000000
2023-09-19,EUR,GBP,1.1954679151
2023-09-19,EUR,USD,0.8959347698
2023-09-20,EUR,EUR,1.0000000000
2023-09-20,EUR,GBP,1.1898398893
2023-09-20,EUR,USD,0.8964212177
2023-09-21,EUR,EUR,1.0000000000
2023-09-21,EUR,GBP,1.1961033420
2023-09-21,EUR,USD,0.8957502134
2023-09-22,EUR,EUR,1.0000000000
2023-09-22,EUR,GBP,1.1951187818
2023-09-22,EUR,USD,0.9029186122
2023-09-25,EUR,EUR,1.0000000000
2023-09-25,EUR,GBP,1.1847775536
2023-09-25,EUR,USD,0.9058697331
2023-09-26,EUR,EUR,1.0000000000
2023-09-26,EUR,GBP,1.1791493452
2023-09-26,EUR,USD,0.9134779958
2023-09-27,EUR,EUR,1.0000000000
2023-09-27,EUR,GBP,1.1827246973
2023-09-27,EUR,USD,0.9112024362
2023-09-28,EUR,EUR,1.0000000000
2023-09-28,EUR,GBP,1.1849499558
2023-09-28,EUR,USD,0.9052341283
2023-09-29,EUR,EUR,1.0000000000
2023-09-29,EUR,GBP,1.1857883902
2023-09-29,EUR,USD,0.9054195965
2023-10-02,EUR,EUR,1.0000000000
2023-10-02,EUR,GBP,1.1846679523
2023-10-02,EUR,USD,0.9092721268
2023-10-03,EUR,EUR,1.0000000000
2023-10-03,EUR,GBP,1.1763083495
2023-10-03,EUR,USD,0.9158708055
2023-10-04,EUR,EUR,1.0000000000
2023-10-04,EUR,GBP,1.1791525430
2023-10-04,EUR,USD,0.9115720472
2023-10-05,EUR,EUR,1.0000000000
2023-10-05,EUR,GBP,1.1814273688
2023-10-05,EUR,USD,0.9106705490
2023-10-06,EUR,EUR,1.0000000000
2023-10-06,EUR,GBP,1.1809701155
2023-10-06,EUR,USD,0.9074804148
2023-10-09,EUR,EUR,1.0000000000
2023-10-09,EUR,GBP,1.1751381673
2023-10-09,EUR,USD,0.9152393113
2023-10-10,EUR,EUR,1.0000000000
2023-10-10,EUR,GBP,1.1775853175
2023-10-10,EUR,USD,0.9125255127
2023-10-11,EUR,EUR,1.0000000000
2023-10-11,EUR,GBP,1.1730461974
2023-10-11,EUR,USD,0.9147891513
2023-10-12,EUR,EUR,1.0000000000
2023-10-12,EUR,GBP,1.1846548592
2023-10-12,EUR,USD,0.9026232972
2023-10-13,EUR,EUR,1.0000000000
2023-10-13,EUR,GBP,1.1778326684
2023-10-13,EUR,USD,0.9078710597
2023-10-16,EUR,EUR,1.0000000000
2023-10-16,EUR,GBP,1.1759792810
2023-10-16,EUR,USD,0.9097678642
2023-10-17,EUR,EUR,1.0000000000
2023-10-17,EUR,GBP,1.1792948641
2023-10-17,EUR,USD,0.9103327320
2023-10-18,EUR,EUR,1.0000000000
2023-10-18,EUR,GBP,1.1891280342
2023-10-18,EUR,USD,0.9063560172
2023-10-19,EUR,EUR,1.0000000000
2023-10-19,EUR,GBP,1.1879872563
2023-10-19,EUR,USD,0.9096441522
2023-10-20,EUR,EUR,1.0000000000
2023-10-20,EUR,GBP,1.1919506385
2023-10-20,EUR,USD,0.9092702762
2023-10-23,EUR,EUR,1.0000000000
2023-10-23,EUR,GBP,1.1845440937
2023-10-23,EUR,USD,0.9113178503
2023-10-24,EUR,EUR,1.0000000000
2023-10-24,EUR,GBP,1.1824044875
2023-10-24,EUR,USD,0.9072820566
2023-10-25,EUR,EUR,1.0000000000
2023-10-25,EUR,GBP,1.1755370974
2023-10-25,EUR,USD,0.9124914195
2023-10-26,EUR,EUR,1.0000000000
2023-10-26,EUR,GBP,1.1730349714
2023-10-26,EUR,USD,0.9186255760
2023-10-27,EUR,EUR,1.0000000000
2023-10-27,EUR,GBP,1.1830305960
2023-10-27,EUR,USD,0.9128480148
2023-10-30,EUR,EUR,1.0000000000
2023-10-30,EUR,GBP,1.1750093239
2023-10-30,EUR,USD,0.9123303252
2023-10-31,EUR,EUR,1.0000000000
2023-10-31,EUR,GBP,1.1798638499
2023-10-31,EUR,USD,0.9065779213
2023-11-01,EUR,EUR,1.0000000000
2023-11-01,EUR,GBP,1.1816702469
2023-11-01,EUR,USD,0.9068417210
2023-11-02,EUR,EUR,1.0000000000
2023-11-02,EUR,GBP,1.1734809906
2023-11-02,EUR,USD,0.9115423533
2023-11-03,EUR,EUR,1.0000000000
2023-11-03,EUR,GBP,1.1719802094
2023-11-03,EUR,USD,0.9097630760
2023-11-06,EUR,EUR,1.0000000000
2023-11-06,EUR,GBP,1.1659908805
2023-11-06,EUR,USD,0.9114094023
2023-11-07,EUR,EUR,1.0000000000
2023-11-07,EUR,GBP,1.1735235194
2023-11-07,EUR,USD,0.9095528927
2023-11-08,EUR,EUR,1.0000000000
2023-11-08,EUR,GBP,1.1729441819
2023-11-08,EUR,USD,0.9099859849
2023-11-09,EUR,EUR,1.0000000000
2023-11-09,EUR,GBP,1.1801936682
2023-11-09,EUR,USD,0.9056336213
2023-11-10,EUR,EUR,1.0000000000
2023-11-10,EUR,GBP,1.1783727089
2023-11-10,EUR,USD,0.9098935105
2023-11-13,EUR,EUR,1.0000000000
2023-11-13,EUR,GBP,1.1832774531
2023-11-13,EUR,USD,0.9117818550
2023-11-14,EUR,EUR,1.0000000000
2023-11-14,EUR,GBP,1.1819991397
2023-11-14,EUR,USD,0.9086264569
2023-11-15,EUR,EUR,1.0000000000
2023-11-15,EUR,GBP,1.1699951501
2023-11-15,EUR,USD,0.9141116935
2023-11-16,EUR,EUR,1.0000000000
2023-11-16,EUR,GBP,1.1735084524
2023-11-16,EUR,USD,0.9189843885
2023-11-17,EUR,EUR,1.0000000000
2023-11-17,EUR,GBP,1.1694058598
2023-11-17,EUR,USD,0.9212435844
2023-11-20,EUR,EUR,1.0000000000
2023-11-20,EUR,GBP,1.1775702763
2023-11-20,EUR,USD,0.9216498322
2023-11-21,EUR,EUR,1.0000000000
2023-11-21,EUR,GBP,1.1776563959
2023-11-21,EUR,USD,0.9141664662
2023-11-22,EUR,EUR,1.0000000000
2023-11-22,EUR,GBP,1.1616729723
2023-11-22,EUR,USD,0.9254751639
2023-11-23,EUR,EUR,1.0000000000
2023-11-23,EUR,GBP,1.1620462211
2023-11-23,EUR,USD,0.9202987943
2023-11-24,EUR,EUR,1.0000000000
2023-11-24,EUR,GBP,1.1505275311
2023-11-24,EUR,USD,0.9294754837
2023-11-27,EUR,EUR,1.0000000000
2023-11-27,EUR,GBP,1.1508927637
2023-11-27,EUR,USD,0.9263555220
2023-11-28,EUR,EUR,1.0000000000
2023-11-28,EUR,GBP,1.1409784437
2023-11-28,EUR,USD,0.9358532964
2023-11-29,EUR,EUR,1.0000000000
2023-11-29,EUR,GBP,1.1493902477
2023-11-29,EUR,USD,0.9239264097
2023-11-30,EUR,EUR,1.0000000000
2023-11-30,EUR,GBP,1.1539635139
2023-11-30,EUR,USD,0.9199316645
2023-12-01,EUR,EUR,1.0000000000
2023-12-01,EUR,GBP,1.1568053793
2023-12-01,EUR,USD,0.9143160190
2023-12-04,EUR,EUR,1.0000000000
2023-12-04,EUR,GBP,1.1565102965
2023-12-04,EUR,USD,0.9133208361
2023-12-05,EUR,EUR,1.0000000000
2023-12-05,EUR,GBP,1.1622924502
2023-12-05,EUR,USD,0.9060625284
2023-12-06,EUR,EUR,1.0000000000
2023-12-06,EUR,GBP,1.1626214187
2023-12-06,EUR,USD,0.9049742011
2023-12-07,EUR,EUR,1.0000000000
2023-12-07,EUR,GBP,1.1596436722
2023-12-07,EUR,USD,0.9067416001
2023-12-08,EUR,EUR,1.0000000000
2023-12-08,EUR,GBP,1.1461502718
2023-12-08,EUR,USD,0.9152486662
2023-12-11,EUR,EUR,1.0000000000
2023-12-11,EUR,GBP,1.1370992276
2023-12-11,EUR,USD,0.9187325113
2023-12-12,EUR,EUR,1.0000000000
2023-12-12,EUR,GBP,1.1398141542
2023-12-12,EUR,USD,0.9169614584
2023-12-13,EUR,EUR,1.0000000000
2023-12-13,EUR,GBP,1.1301558892
2023-12-13,EUR,USD,0.9198626586
2023-12-14,EUR,EUR,1.0000000000
2023-12-14,EUR,GBP,1.1201044717
2023-12-14,EUR,USD,0.9233263642
2023-12-15,EUR,EUR,1.0000000000
2023-12-15,EUR,GBP,1.1177984938
2023-12-15,EUR,USD,0.9215314941
2023-12-18,EUR,EUR,1.0000000000
2023-12-18,EUR,GBP,1.1278645454
2023-12-18,EUR,USD,0.9184534840
2023-12-19,EUR,EUR,1.0000000000
2023-12-19,EUR,GBP,1.1399138006
2023-12-19,EUR,USD,0.9152626323
2023-12-20,EUR,EUR,1.0000000000
2023-12-20,EUR,GBP,1.1340810394
2023-12-20,EUR,USD,0.9160429367
2023-12-21,EUR,EUR,1.0000000000
2023-12-21,EUR,GBP,1.1304736014
2023-12-21,EUR,USD,0.9222544561
2023-12-22,EUR,EUR,1.0000000000
2023-12-22,EUR,GBP,1.1255478930
2023-12-22,EUR,USD,0.9260612231
2023-12-25,EUR,EUR,1.0000000000
2023-12-25,EUR,GBP,1.1307036259
2023-12-25,EUR,USD,0.9227890146
2023-12-26,EUR,EUR,1.0000000000
2023-12-26,EUR,GBP,1.1322352144
2023-12-26,EUR,USD,0.9252403041
2023-12-27,EUR,EUR,1.0000000000
2023-12-27,EUR,GBP,1.1268173883
2023-12-27,EUR,USD,0.9227014892
2023-12-28,EUR,EUR,1.0000000000
2023-12-28,EUR,GBP,1.1291372240
2023-12-28,EUR,USD,0.9212741915
2023-12-29,EUR,EUR,1.0000000000
2023-12-29,EUR,GBP,1.1325395215
2023-12-29,EUR,USD,0.9137592639
2024-01-01,EUR,EUR,1.0000000000
2024-01-01,EUR,GBP,1.1380856917
2024-01-01,EUR,USD,0.9128046736
2024-01-02,EUR,EUR,1.0000000000
2024-01-02,EUR,GBP,1.1288486514
2024-01-02,EUR,USD,0.9218491612
2024-01-03,EUR,EUR,1.0000000000
2024-01-03,EUR,GBP,1.1411557204
2024-01-03,EUR,USD,0.9099028461
2024-01-04,EUR,EUR,1.0000000000
2024-01-04,EUR,GBP,1.1378578396
2024-01-04,EUR,USD,0.9079029429
2024-01-05,EUR,EUR,1.0000000000
2024-01-05,EUR,GBP,1.1366707670
2024-01-05,EUR,USD,0.9119359121
2024-01-08,EUR,EUR,1.0000000000
2024-01-08,EUR,GBP,1.1384976496
2024-01-08,EUR,USD,0.9128592766
2024-01-09,EUR,EUR,1.0000000000
2024-01-09,EUR,GBP,1.1347243757
2024-01-09,EUR,USD,0.9109606978
2024-01-10,EUR,EUR,1.0000000000
2024-01-10,EUR,GBP,1.1420874219
2024-01-10,EUR,USD,0.9060922100
2024-01-11,EUR,EUR,1.0000000000
2024-01-11,EUR,GBP,1.1411512775
2024-01-11,EUR,USD,0.9093193011
2024-01-12,EUR,EUR,1.0000000000
2024-01-12,EUR,GBP,1.1413784821
2024-01-12,EUR,USD,0.9089375390
2024-01-15,EUR,EUR,1.0000000000
2024-01-15,EUR,GBP,1.1460958727
2024-01-15,EUR,USD,0.9057989851
2024-01-16,EUR,EUR,1.0000000000
2024-01-16,EUR,GBP,1.1463610325
2024-01-16,EUR,USD,0.8988439109
2024-01-17,EUR,EUR,1.0000000000
2024-01-17,EUR,GBP,1.1506346710
2024-01-17,EUR,USD,0.8938497356
2024-01-18,EUR,EUR,1.0000000000
2024-01-18,EUR,GBP,1.1576611758
2024-01-18,EUR,USD,0.8879458941
2024-01-19,EUR,EUR,1.0000000000
2024-01-19,EUR,GBP,1.1564544645
2024-01-19,EUR,USD,0.8846503848
2024-01-22,EUR,EUR,1.0000000000
2024-01-22,EUR,GBP,1.1563742396
2024-01-22,EUR,USD,0.8861721557
2024-01-23,EUR,EUR,1.0000000000
2024-01-23,EUR,GBP,1.1562345666
2024-01-23,EUR,USD,0.8812737084
2024-01-24,EUR,EUR,1.0000000000
2024-01-24,EUR,GBP,1.1541701987
2024-01-24,EUR,USD,0.8825672652
2024-01-25,EUR,EUR,1.0000000000
2024-01-25,EUR,GBP,1.1533395719
2024-01-25,EUR,USD,0.8841669996
2024-01-26,EUR,EUR,1.0000000000
2024-01-26,EUR,GBP,1.1514452692
2024-01-26,EUR,USD,0.8876000427
2024-01-29,EUR,EUR,1.0000000000
2024-01-29,EUR,GBP,1.1450460237
2024-01-29,EUR,USD,0.8879495393
2024-01-30,EUR,EUR,1.0000000000
2024-01-30,EUR,GBP,1.1442005375
2024-01-30,EUR,USD,0.8986970633
2024-01-31,EUR,EUR,1.0000000000
2024-01-31,EUR,GBP,1.1509290594
2024-01-31,EUR,USD,0.8885556545
2024-02-01,EUR,EUR,1.0000000000
2024-02-01,EUR,GBP,1.1538453506
2024-02-01,EUR,USD,0.8852979728
2024-02-02,EUR,EUR,1.0000000000
2024-02-02,EUR,GBP,1.1521952741
2024-02-02,EUR,USD,0.8812150543
2024-02-05,EUR,EUR,1.0000000000
2024-02-05,EUR,GBP,1.1515063869
2024-02-05,EUR,USD,0.8826768639
2024-02-06,EUR,EUR,1.0000000000
2024-02-06,EUR,GBP,1.1444347039
2024-02-06,EUR,USD,0.8877783344
2024-02-07,EUR,EUR,1.0000000000
2024-02-07,EUR,GBP,1.1478290862
2024-02-07,EUR,USD,0.8937652191
2024-02-08,EUR,EUR,1.0000000000
2024-02-08,EUR,GBP,1.1460786862
2024-02-08,EUR,USD,0.8943335895
2024-02-09,EUR,EUR,1.0000000000
2024-02-09,EUR,GBP,1.1466971138
2024-02-09,EUR,USD,0.8986645175
2024-02-12,EUR,EUR,1.0000000000
2024-02-12,EUR,GBP,1.1425432178
2024-02-12,EUR,USD,0.8921053879
2024-02-13,EUR,EUR,1.0000000000
2024-02-13,EUR,GBP,1.1493291018
2024-02-13,EUR,USD,0.8870633406
2024-02-14,EUR,EUR,1.0000000000
2024-02-14,EUR,GBP,1.1405232446
2024-02-14,EUR,USD,0.8865062789
2024-02-15,EUR,EUR,1.0000000000
2024-02-15,EUR,GBP,1.1295837787
2024-02-15,EUR,USD,0.8950804324
2024-02-16,EUR,EUR,1.0000000000
2024-02-16,EUR,GBP,1.1323355436
2024-02-16,EUR,USD,0.8921489874
2024-02-19,EUR,EUR,1.0000000000
2024-02-19,EUR,GBP,1.1167015870
2024-02-19,EUR,USD,0.9047048877
2024-02-20,EUR,EUR,1.0000000000
2024-02-20,EUR,GBP,1.1169298754
2024-02-20,EUR,USD,0.9017165169
2024-02-21,EUR,EUR,1.0000000000
2024-02-21,EUR,GBP,1.1215056981
2024-02-21,EUR,USD,0.9034970962
2024-02-22,EUR,EUR,1.0000000000
2024-02-22,EUR,GBP,1.1225286398
2024-02-22,EUR,USD,0.9035404299
2024-02-23,EUR,EUR,1.0000000000
2024-02-23,EUR,GBP,1.1149437139
2024-02-23,EUR,USD,0.9087590865
2024-02-26,EUR,EUR,1.0000000000
2024-02-26,EUR,GBP,1.1147873558
2024-02-26,EUR,USD,0.9137935337
2024-02-27,EUR,EUR,1.0000000000
2024-02-27,EUR,GBP,1.1147433773
2024-02-27,EUR,USD,0.9112030335
2024-02-28,EUR,EUR,1.0000000000
2024-02-28,EUR,GBP,1.1111782135
2024-02-28,EUR,USD,0.9155729593
2024-02-29,EUR,EUR,1.0000000000
2024-02-29,EUR,GBP,1.1093308003
2024-02-29,EUR,USD,0.9180723107
2024-03-01,EUR,EUR,1.0000000000
2024-03-01,EUR,GBP,1.1090270434
2024-03-01,EUR,USD,0.9199308779
2024-03-04,EUR,EUR,1.0000000000
2024-03-04,EUR,GBP,1.1063444321
2024-03-04,EUR,USD,0.9233262430
2024-03-05,EUR,EUR,1.0000000000
2024-03-05,EUR,GBP,1.1108341793
2024-03-05,EUR,USD,0.9199072252
2024-03-06,EUR,EUR,1.0000000000
2024-03-06,EUR,GBP,1.1155739249
2024-03-06,EUR,USD,0.9171013486
2024-03-07,EUR,EUR,1.0000000000
2024-03-07,EUR,GBP,1.1228066048
2024-03-07,EUR,USD,0.9121278550
2024-03-08,EUR,EUR,1.0000000000
2024-03-08,EUR,GBP,1.1287509265
2024-03-08,EUR,USD,0.9090884985
2024-03-11,EUR,EUR,1.0000000000
2024-03-11,EUR,GBP,1.1302757283
2024-03-11,EUR,USD,0.9076646909
2024-03-12,EUR,EUR,1.0000000000
2024-03-12,EUR,GBP,1.1324306682
2024-03-12,EUR,USD,0.9048653760
2024-03-13,EUR,EUR,1.0000000000
2024-03-13,EUR,GBP,1.1201660312
2024-03-13,EUR,USD,0.9099497137
2024-03-14,EUR,EUR,1.0000000000
2024-03-14,EUR,GBP,1.1200452115
2024-03-14,EUR,USD,0.9072911302
2024-03-15,EUR,EUR,1.0000000000
2024-03-15,EUR,GBP,1.1184131047
2024-03-15,EUR,USD,0.9067297084
2024-03-18,EUR,EUR,1.0000000000
2024-03-18,EUR,GBP,1.1117919513
2024-03-18,EUR,USD,0.9098300162
2024-03-19,EUR,EUR,1.0000000000
2024-03-19,EUR,GBP,1.1115166987
2024-03-19,EUR,USD,0.9098167705
2024-03-20,EUR,EUR,1.0000000000
2024-03-20,EUR,GBP,1.1079548506
2024-03-20,EUR,USD,0.9083187336
2024-03-21,EUR,EUR,1.0000000000
2024-03-21,EUR,GBP,1.1108482222
2024-03-21,EUR,USD,0.9052451185
2024-03-22,EUR,EUR,1.0000000000
2024-03-22,EUR,GBP,1.1164427657
2024-03-22,EUR,USD,0.9072866372
2024-03-25,EUR,EUR,1.0000000000
2024-03-25,EUR,GBP,1.1159396673
2024-03-25,EUR,USD,0.9079250693
2024-03-26,EUR,EUR,1.0000000000
2024-03-26,EUR,GBP,1.1208751194
2024-03-26,EUR,USD,0.9119947327
2024-03-27,EUR,EUR,1.0000000000
2024-03-27,EUR,GBP,1.1186749790
2024-03-27,EUR,USD,0.9153895803
2024-03-28,EUR,EUR,1.0000000000
2024-03-28,EUR,GBP,1.1160342254
2024-03-28,EUR,USD,0.9145824246
2024-03-29,EUR,EUR,1.0000000000
2024-03-29,EUR,GBP,1.1184183791
2024-03-29,EUR,USD,0.9106126824
2024-04-01,EUR,EUR,1.0000000000
2024-04-01,EUR,GBP,1.1171082954
2024-04-01,EUR,USD,0.9059170770
2024-04-02,EUR,EUR,1.0000000000
2024-04-02,EUR,GBP,1.1136573168
2024-04-02,EUR,USD,0.9032942023
2024-04-03,EUR,EUR,1.0000000000
2024-04-03,EUR,GBP,1.1098722105
2024-04-03,EUR,USD,0.9052804536
2024-04-04,EUR,EUR,1.0000000000
2024-04-04,EUR,GBP,1.1143753095
2024-04-04,EUR,USD,0.8998921981
2024-04-05,EUR,EUR,1.0000000000
2024-04-05,EUR,GBP,1.1262022494
2024-04-05,EUR,USD,0.8887627736
2024-04-08,EUR,EUR,1.0000000000
2024-04-08,EUR,GBP,1.1354571332
2024-04-08,EUR,USD,0.8825193696
2024-04-09,EUR,EUR,1.0000000000
2024-04-09,EUR,GBP,1.1353717131
2024-04-09,EUR,USD,0.8845791471
2024-04-10,EUR,EUR,1.0000000000
2024-04-10,EUR,GBP,1.1367032500
2024-04-10,EUR,USD,0.8834912340
2024-04-11,EUR,EUR,1.0000000000
2024-04-11,EUR,GBP,1.1263549282
2024-04-11,EUR,USD,0.8848814372
2024-04-12,EUR,EUR,1.0000000000
2024-04-12,EUR,GBP,1.1292332209
2024-04-12,EUR,USD,0.8798102500
2024-04-15,EUR,EUR,1.0000000000
2024-04-15,EUR,GBP,1.1220600625
2024-04-15,EUR,USD,0.8825609328
2024-04-16,EUR,EUR,1.0000000000
2024-04-16,EUR,GBP,1.1199053398
2024-04-16,EUR,USD,0.8812069773
2024-04-17,EUR,EUR,1.0000000000
2024-04-17,EUR,GBP,1.1170974312
2024-04-17,EUR,USD,0.8812399542
2024-04-18,EUR,EUR,1.0000000000
2024-04-18,EUR,GBP,1.1127146787
2024-04-18,EUR,USD,0.8838522010
2024-04-19,EUR,EUR,1.0000000000
2024-04-19,EUR,GBP,1.1147686312
